log_id,batch_id,equip_id,plant_id,process_step,step_start,step_end,ideal_duration_minutes,actual_duration_minutes,downtime_minutes,outcome,run_time_minutes,availability,performance,quality,oee
LOG-004101,BCH-01112,EQ-204,PLT-002,Step 4 – Coating,2024-08-30 01:29:39,2024-08-30 03:59:39,150,150.0,0.0,completed,150.0,0.5598,0.6747,0.5674,0.2143
LOG-004102,BCH-01113,EQ-201,PLT-002,Step 1 – Granulation,2024-08-30 11:22:51,2024-08-30 15:51:19,90,268.5,178.5,completed,90.0,0.4707,0.4037,0.6341,0.1205
LOG-004103,BCH-01113,EQ-202,PLT-002,Step 2 – Blending,2024-08-30 15:51:19,2024-08-30 17:11:24,60,80.1,20.1,completed,59.99999999999999,0.4979,0.6382,0.6712,0.2133
LOG-004104,BCH-01113,EQ-203,PLT-002,Step 3 – Compression,2024-08-30 17:11:24,2024-08-31 00:20:13,120,428.8,308.8,completed,120.0,0.3643,0.4238,0.5916,0.0913
LOG-004105,BCH-01113,EQ-204,PLT-002,Step 4 – Coating,2024-08-31 00:20:13,2024-08-31 01:57:44,150,97.5,5.0,aborted,92.5,0.6164,0.7314,0.3499,0.1577
LOG-004106,BCH-01114,EQ-201,PLT-002,Step 1 – Granulation,2024-09-01 00:06:59,2024-09-01 01:41:59,90,95.0,5.0,completed,90.0,0.7134,0.5183,0.647,0.2392
LOG-004107,BCH-01114,EQ-202,PLT-002,Step 2 – Blending,2024-09-01 01:41:59,2024-09-01 03:05:07,60,83.1,23.1,completed,59.99999999999999,0.5532,0.6069,0.6969,0.234
LOG-004108,BCH-01114,EQ-203,PLT-002,Step 3 – Compression,2024-09-01 03:05:07,2024-09-01 06:37:43,120,212.6,92.6,completed,120.0,0.544,0.4588,0.6127,0.1529
LOG-004109,BCH-01114,EQ-204,PLT-002,Step 4 – Coating,2024-09-01 06:37:43,2024-09-01 07:45:50,150,68.1,0.0,aborted,68.1,0.7299,0.7062,0.3774,0.1945
LOG-004110,BCH-01115,EQ-201,PLT-002,Step 1 – Granulation,2024-09-01 02:10:50,2024-09-01 03:40:50,90,90.0,0.0,completed,90.0,0.6222,0.6408,0.5685,0.2267
LOG-004111,BCH-01115,EQ-202,PLT-002,Step 2 – Blending,2024-09-01 03:40:50,2024-09-01 04:59:35,60,78.8,18.8,completed,60.0,0.5714,0.5238,0.6451,0.1931
LOG-004112,BCH-01115,EQ-203,PLT-002,Step 3 – Compression,2024-09-01 04:59:35,2024-09-01 08:43:17,120,223.7,103.7,completed,120.0,0.5973,0.5249,0.6096,0.1911
LOG-004113,BCH-01115,EQ-204,PLT-002,Step 4 – Coating,2024-09-01 08:43:17,2024-09-01 12:19:57,150,216.7,66.7,completed,150.0,0.4759,0.5769,0.704,0.1933
LOG-004114,BCH-01116,EQ-201,PLT-002,Step 1 – Granulation,2024-09-01 02:51:16,2024-09-01 03:46:09,90,54.9,5.0,aborted,49.9,0.6091,0.5765,0.3132,0.11
LOG-004115,BCH-01117,EQ-201,PLT-002,Step 1 – Granulation,2024-09-02 06:21:25,2024-09-02 08:24:27,90,123.0,33.0,completed,90.0,0.6348,0.5803,0.5382,0.1983
LOG-004116,BCH-01117,EQ-202,PLT-002,Step 2 – Blending,2024-09-02 08:24:27,2024-09-02 09:24:27,60,60.0,0.0,completed,60.0,0.631,0.5653,0.5614,0.2003
LOG-004117,BCH-01117,EQ-203,PLT-002,Step 3 – Compression,2024-09-02 09:24:27,2024-09-02 11:24:27,120,120.0,0.0,completed,120.0,0.6957,0.6795,0.5461,0.2582
LOG-004118,BCH-01117,EQ-204,PLT-002,Step 4 – Coating,2024-09-02 11:24:27,2024-09-02 13:59:27,150,155.0,5.0,completed,150.0,0.6919,0.5771,0.665,0.2655
LOG-004119,BCH-01118,EQ-201,PLT-002,Step 1 – Granulation,2024-09-02 15:53:15,2024-09-02 17:40:12,90,107.0,17.0,completed,90.0,0.5363,0.504,0.6288,0.17
LOG-004120,BCH-01118,EQ-202,PLT-002,Step 2 – Blending,2024-09-02 17:40:12,2024-09-02 18:40:12,60,60.0,0.0,completed,60.0,0.7075,0.6253,0.6934,0.3068
LOG-004121,BCH-01118,EQ-203,PLT-002,Step 3 – Compression,2024-09-02 18:40:12,2024-09-02 21:01:58,120,141.8,21.8,completed,120.0,0.5712,0.6318,0.5569,0.201
LOG-004122,BCH-01118,EQ-204,PLT-002,Step 4 – Coating,2024-09-02 21:01:58,2024-09-02 23:31:58,150,150.0,0.0,completed,150.0,0.6975,0.6955,0.6886,0.334
LOG-004123,BCH-01119,EQ-201,PLT-002,Step 1 – Granulation,2024-09-02 18:32:07,2024-09-02 20:02:07,90,90.0,0.0,completed,90.0,0.5273,0.4915,0.5618,0.1456
LOG-004124,BCH-01119,EQ-202,PLT-002,Step 2 – Blending,2024-09-02 20:02:07,2024-09-02 22:59:08,60,177.0,117.0,completed,60.0,0.418,0.3875,0.5535,0.0897
LOG-004125,BCH-01119,EQ-203,PLT-002,Step 3 – Compression,2024-09-02 22:59:08,2024-09-03 02:39:04,120,219.9,99.9,completed,120.0,0.4118,0.5107,0.5479,0.1152
LOG-004126,BCH-01119,EQ-204,PLT-002,Step 4 – Coating,2024-09-03 02:39:04,2024-09-03 05:22:11,150,163.1,13.1,completed,150.0,0.6149,0.6279,0.6563,0.2534
LOG-004127,BCH-01120,EQ-201,PLT-002,Step 1 – Granulation,2024-09-04 10:28:40,2024-09-04 12:43:11,90,134.5,44.5,completed,90.0,0.4523,0.6181,0.651,0.182
LOG-004128,BCH-01120,EQ-202,PLT-002,Step 2 – Blending,2024-09-04 12:43:11,2024-09-04 13:43:11,60,60.0,0.0,completed,60.0,0.5463,0.5924,0.6762,0.2188
LOG-004129,BCH-01120,EQ-203,PLT-002,Step 3 – Compression,2024-09-04 13:43:11,2024-09-04 18:30:46,120,287.6,167.6,completed,120.00000000000004,0.4237,0.3428,0.6208,0.0902
LOG-004130,BCH-01120,EQ-204,PLT-002,Step 4 – Coating,2024-09-04 18:30:46,2024-09-04 22:18:13,150,227.4,77.4,completed,150.0,0.5967,0.5908,0.5358,0.1889
LOG-004131,BCH-01121,EQ-201,PLT-002,Step 1 – Granulation,2024-09-05 23:04:13,2024-09-06 00:34:13,90,90.0,0.0,completed,90.0,0.7354,0.5703,0.6184,0.2594
LOG-004132,BCH-01121,EQ-202,PLT-002,Step 2 – Blending,2024-09-06 00:34:13,2024-09-06 05:11:35,60,277.4,217.4,completed,59.99999999999997,0.42,0.4326,0.6628,0.1204
LOG-004133,BCH-01121,EQ-203,PLT-002,Step 3 – Compression,2024-09-06 05:11:35,2024-09-06 07:11:35,120,120.0,0.0,completed,120.0,0.7042,0.5565,0.6423,0.2517
LOG-004134,BCH-01121,EQ-204,PLT-002,Step 4 – Coating,2024-09-06 07:11:35,2024-09-06 10:13:32,150,181.9,31.9,completed,150.0,0.5034,0.5906,0.6242,0.1856
LOG-004135,BCH-01122,EQ-201,PLT-002,Step 1 – Granulation,2024-09-06 10:41:41,2024-09-06 14:30:58,90,229.3,139.3,completed,90.0,0.4494,0.4014,0.6009,0.1084
LOG-004136,BCH-01122,EQ-202,PLT-002,Step 2 – Blending,2024-09-06 14:30:58,2024-09-06 18:44:38,60,253.7,193.7,completed,60.0,0.4091,0.3458,0.6165,0.0872
LOG-004137,BCH-01122,EQ-203,PLT-002,Step 3 – Compression,2024-09-06 18:44:38,2024-09-06 20:44:38,120,120.0,0.0,completed,120.0,0.6373,0.5761,0.6753,0.2479
LOG-004138,BCH-01122,EQ-204,PLT-002,Step 4 – Coating,2024-09-06 20:44:38,2024-09-06 23:35:11,150,170.5,20.5,completed,150.0,0.6329,0.5291,0.6187,0.2072
LOG-004139,BCH-01123,EQ-201,PLT-002,Step 1 – Granulation,2024-09-06 13:29:21,2024-09-06 14:59:21,90,90.0,0.0,completed,90.0,0.6598,0.6508,0.6393,0.2745
LOG-004140,BCH-01123,EQ-202,PLT-002,Step 2 – Blending,2024-09-06 14:59:21,2024-09-06 15:59:21,60,60.0,0.0,completed,60.0,0.6625,0.5269,0.5223,0.1823
LOG-004141,BCH-01123,EQ-203,PLT-002,Step 3 – Compression,2024-09-06 15:59:21,2024-09-06 17:59:21,120,120.0,0.0,completed,120.0,0.5605,0.5654,0.6402,0.2029
LOG-004142,BCH-01123,EQ-204,PLT-002,Step 4 – Coating,2024-09-06 17:59:21,2024-09-06 23:18:29,150,319.1,169.1,completed,150.00000000000003,0.5199,0.5429,0.6307,0.178
LOG-004143,BCH-01124,EQ-201,PLT-002,Step 1 – Granulation,2024-09-06 15:57:28,2024-09-06 18:10:40,90,133.2,43.2,completed,89.99999999999999,0.4696,0.4902,0.5514,0.1269
LOG-004144,BCH-01124,EQ-202,PLT-002,Step 2 – Blending,2024-09-06 18:10:40,2024-09-06 19:22:55,60,72.3,12.3,completed,60.0,0.5901,0.5071,0.6525,0.1953
LOG-004145,BCH-01124,EQ-203,PLT-002,Step 3 – Compression,2024-09-06 19:22:55,2024-09-06 22:39:08,120,196.2,76.2,completed,120.0,0.4514,0.5885,0.6895,0.1832
LOG-004146,BCH-01124,EQ-204,PLT-002,Step 4 – Coating,2024-09-06 22:39:08,2024-09-07 01:09:08,150,150.0,0.0,completed,150.0,0.7024,0.6157,0.5375,0.2325
LOG-004147,BCH-01125,EQ-201,PLT-002,Step 1 – Granulation,2024-09-06 19:32:43,2024-09-06 22:55:16,90,202.5,112.5,completed,90.0,0.4571,0.4058,0.5934,0.1101
LOG-004148,BCH-01125,EQ-202,PLT-002,Step 2 – Blending,2024-09-06 22:55:16,2024-09-07 01:01:34,60,126.3,66.3,completed,60.0,0.5375,0.558,0.6622,0.1986
LOG-004149,BCH-01125,EQ-203,PLT-002,Step 3 – Compression,2024-09-07 01:01:34,2024-09-07 04:02:00,120,180.4,60.4,completed,120.0,0.5461,0.4808,0.636,0.167
LOG-004150,BCH-01125,EQ-204,PLT-002,Step 4 – Coating,2024-09-07 04:02:00,2024-09-07 06:32:00,150,150.0,0.0,completed,150.0,0.617,0.6553,0.6142,0.2483
LOG-004151,BCH-01126,EQ-201,PLT-002,Step 1 – Granulation,2024-09-06 22:53:59,2024-09-07 01:31:22,90,157.4,67.4,completed,90.0,0.4361,0.5227,0.5658,0.129
LOG-004152,BCH-01126,EQ-202,PLT-002,Step 2 – Blending,2024-09-07 01:31:22,2024-09-07 02:31:22,60,60.0,0.0,completed,60.0,0.6964,0.6028,0.6233,0.2617
LOG-004153,BCH-01126,EQ-203,PLT-002,Step 3 – Compression,2024-09-07 02:31:22,2024-09-07 05:12:16,120,160.9,40.9,completed,120.0,0.58,0.516,0.6069,0.1816
LOG-004154,BCH-01126,EQ-204,PLT-002,Step 4 – Coating,2024-09-07 05:12:16,2024-09-07 08:52:05,150,219.8,69.8,completed,150.0,0.4942,0.4661,0.5809,0.1338
LOG-004155,BCH-01127,EQ-201,PLT-002,Step 1 – Granulation,2024-09-07 17:15:27,2024-09-07 19:13:14,90,117.8,27.8,completed,90.0,0.572,0.507,0.7237,0.2099
LOG-004156,BCH-01127,EQ-202,PLT-002,Step 2 – Blending,2024-09-07 19:13:14,2024-09-07 21:34:45,60,141.5,81.5,completed,60.0,0.4568,0.4673,0.6126,0.1308
LOG-004157,BCH-01127,EQ-203,PLT-002,Step 3 – Compression,2024-09-07 21:34:45,2024-09-08 01:18:48,120,224.0,104.0,completed,120.0,0.3888,0.438,0.6195,0.1055
LOG-004158,BCH-01127,EQ-204,PLT-002,Step 4 – Coating,2024-09-08 01:18:48,2024-09-08 05:36:52,150,258.1,108.1,completed,150.00000000000003,0.486,0.4445,0.6374,0.1377
LOG-004159,BCH-01128,EQ-201,PLT-002,Step 1 – Granulation,2024-09-07 18:15:52,2024-09-07 20:12:31,90,116.7,26.7,completed,90.0,0.5189,0.46,0.5226,0.1247
LOG-004160,BCH-01128,EQ-202,PLT-002,Step 2 – Blending,2024-09-07 20:12:31,2024-09-07 23:24:24,60,191.9,131.9,completed,60.0,0.3961,0.3467,0.5433,0.0746
LOG-004161,BCH-01128,EQ-203,PLT-002,Step 3 – Compression,2024-09-07 23:24:24,2024-09-08 02:17:16,120,172.9,52.9,completed,120.0,0.462,0.5379,0.6842,0.17
LOG-004162,BCH-01128,EQ-204,PLT-002,Step 4 – Coating,2024-09-08 02:17:16,2024-09-08 04:52:16,150,155.0,5.0,completed,150.0,0.5781,0.6444,0.5486,0.2044
LOG-004163,BCH-01129,EQ-201,PLT-002,Step 1 – Granulation,2024-09-08 10:55:53,2024-09-08 12:31:13,90,95.3,5.3,completed,90.0,0.6851,0.4979,0.5427,0.1851
LOG-004164,BCH-01129,EQ-202,PLT-002,Step 2 – Blending,2024-09-08 12:31:13,2024-09-08 13:42:12,60,71.0,11.0,completed,60.0,0.6202,0.4962,0.5095,0.1568
LOG-004165,BCH-01129,EQ-203,PLT-002,Step 3 – Compression,2024-09-08 13:42:12,2024-09-08 15:42:12,120,120.0,0.0,completed,120.0,0.4801,0.6847,0.5681,0.1867
LOG-004166,BCH-01129,EQ-204,PLT-002,Step 4 – Coating,2024-09-08 15:42:12,2024-09-08 18:17:53,150,155.7,5.7,completed,150.0,0.6648,0.5923,0.5671,0.2233
LOG-004167,BCH-01130,EQ-201,PLT-002,Step 1 – Granulation,2024-09-08 13:49:36,2024-09-08 16:10:25,90,140.8,50.8,completed,90.00000000000001,0.5136,0.5168,0.5962,0.1582
LOG-004168,BCH-01130,EQ-202,PLT-002,Step 2 – Blending,2024-09-08 16:10:25,2024-09-08 17:10:25,60,60.0,0.0,completed,60.0,0.5326,0.6957,0.7159,0.2653
LOG-004169,BCH-01130,EQ-203,PLT-002,Step 3 – Compression,2024-09-08 17:10:25,2024-09-08 19:10:25,120,120.0,0.0,completed,120.0,0.5834,0.571,0.6051,0.2016
LOG-004170,BCH-01130,EQ-204,PLT-002,Step 4 – Coating,2024-09-08 19:10:25,2024-09-08 21:50:33,150,160.1,10.1,completed,150.0,0.6452,0.6645,0.5367,0.2301
LOG-004171,BCH-01131,EQ-201,PLT-002,Step 1 – Granulation,2024-09-08 17:07:03,2024-09-08 19:59:46,90,172.7,82.7,completed,89.99999999999999,0.5451,0.4345,0.5996,0.142
LOG-004172,BCH-01131,EQ-202,PLT-002,Step 2 – Blending,2024-09-08 19:59:46,2024-09-08 21:29:25,60,89.7,29.7,completed,60.0,0.5358,0.5513,0.6328,0.1869
LOG-004173,BCH-01131,EQ-203,PLT-002,Step 3 – Compression,2024-09-08 21:29:25,2024-09-09 02:51:16,120,321.9,201.9,completed,119.99999999999996,0.4935,0.5205,0.5516,0.1417
LOG-004174,BCH-01131,EQ-204,PLT-002,Step 4 – Coating,2024-09-09 02:51:16,2024-09-09 06:13:16,150,202.0,52.0,completed,150.0,0.3892,0.6142,0.7158,0.1711
LOG-004175,BCH-01132,EQ-201,PLT-002,Step 1 – Granulation,2024-09-10 05:24:10,2024-09-10 08:34:19,90,190.1,100.1,completed,90.0,0.3766,0.48,0.664,0.12
LOG-004176,BCH-01132,EQ-202,PLT-002,Step 2 – Blending,2024-09-10 08:34:19,2024-09-10 10:19:21,60,105.0,45.0,completed,60.0,0.4473,0.5348,0.7163,0.1714
LOG-004177,BCH-01132,EQ-203,PLT-002,Step 3 – Compression,2024-09-10 10:19:21,2024-09-10 13:31:16,120,191.9,71.9,completed,120.0,0.5077,0.4143,0.5768,0.1213
LOG-004178,BCH-01132,EQ-204,PLT-002,Step 4 – Coating,2024-09-10 13:31:16,2024-09-10 17:08:32,150,217.3,67.3,completed,150.0,0.592,0.591,0.5201,0.182
LOG-004179,BCH-01133,EQ-201,PLT-002,Step 1 – Granulation,2024-09-10 10:08:18,2024-09-10 12:04:39,90,116.3,26.3,completed,90.0,0.5765,0.4762,0.6122,0.1681
LOG-004180,BCH-01133,EQ-202,PLT-002,Step 2 – Blending,2024-09-10 12:04:39,2024-09-10 13:04:39,60,60.0,0.0,completed,60.0,0.6533,0.6091,0.6983,0.2779
LOG-004181,BCH-01133,EQ-203,PLT-002,Step 3 – Compression,2024-09-10 13:04:39,2024-09-10 15:40:04,120,155.4,35.4,completed,120.0,0.5703,0.443,0.6444,0.1628
LOG-004182,BCH-01133,EQ-204,PLT-002,Step 4 – Coating,2024-09-10 15:40:04,2024-09-10 20:20:32,150,280.5,130.5,completed,150.0,0.4829,0.5118,0.5571,0.1377
LOG-004183,BCH-01134,EQ-201,PLT-002,Step 1 – Granulation,2024-09-12 05:50:51,2024-09-12 07:20:51,90,90.0,0.0,completed,90.0,0.6437,0.7107,0.6169,0.2822
LOG-004184,BCH-01134,EQ-202,PLT-002,Step 2 – Blending,2024-09-12 07:20:51,2024-09-12 08:25:51,60,65.0,5.0,completed,60.0,0.5841,0.5769,0.548,0.1847
LOG-004185,BCH-01134,EQ-203,PLT-002,Step 3 – Compression,2024-09-12 08:25:51,2024-09-12 10:25:51,120,120.0,0.0,completed,120.0,0.5148,0.6058,0.5578,0.174
LOG-004186,BCH-01134,EQ-204,PLT-002,Step 4 – Coating,2024-09-12 10:25:51,2024-09-12 12:55:51,150,150.0,0.0,completed,150.0,0.6554,0.602,0.6324,0.2495
LOG-004187,BCH-01135,EQ-201,PLT-002,Step 1 – Granulation,2024-09-12 23:01:27,2024-09-12 23:32:33,90,31.1,0.0,aborted,31.1,0.5964,0.7378,0.3151,0.1387
LOG-004188,BCH-01136,EQ-201,PLT-002,Step 1 – Granulation,2024-09-14 21:11:19,2024-09-14 22:58:31,90,107.2,17.2,completed,90.0,0.5917,0.5599,0.6087,0.2017
LOG-004189,BCH-01136,EQ-202,PLT-002,Step 2 – Blending,2024-09-14 22:58:31,2024-09-14 23:58:31,60,60.0,0.0,completed,60.0,0.6115,0.6316,0.5519,0.2132
LOG-004190,BCH-01136,EQ-203,PLT-002,Step 3 – Compression,2024-09-14 23:58:31,2024-09-15 02:31:57,120,153.4,33.4,completed,120.0,0.5858,0.5752,0.6209,0.2092
LOG-004191,BCH-01136,EQ-204,PLT-002,Step 4 – Coating,2024-09-15 02:31:57,2024-09-15 05:01:57,150,150.0,0.0,completed,150.0,0.6241,0.5669,0.6713,0.2375
LOG-004192,BCH-01137,EQ-201,PLT-002,Step 1 – Granulation,2024-09-15 19:14:32,2024-09-15 20:59:25,90,104.9,14.9,completed,90.0,0.5735,0.543,0.605,0.1884
LOG-004193,BCH-01137,EQ-202,PLT-002,Step 2 – Blending,2024-09-15 20:59:25,2024-09-15 21:59:25,60,60.0,0.0,completed,60.0,0.7075,0.5158,0.5909,0.2156
LOG-004194,BCH-01137,EQ-203,PLT-002,Step 3 – Compression,2024-09-15 21:59:25,2024-09-15 23:59:25,120,120.0,0.0,completed,120.0,0.5261,0.6604,0.6337,0.2202
LOG-004195,BCH-01137,EQ-204,PLT-002,Step 4 – Coating,2024-09-15 23:59:25,2024-09-16 02:29:25,150,150.0,0.0,completed,150.0,0.6549,0.5884,0.6359,0.245
LOG-004196,BCH-01138,EQ-201,PLT-002,Step 1 – Granulation,2024-09-15 19:53:36,2024-09-15 23:09:14,90,195.6,105.6,completed,90.0,0.4621,0.4922,0.5169,0.1176
LOG-004197,BCH-01138,EQ-202,PLT-002,Step 2 – Blending,2024-09-15 23:09:14,2024-09-16 01:04:45,60,115.5,55.5,completed,60.0,0.4902,0.5159,0.5655,0.143
LOG-004198,BCH-01138,EQ-203,PLT-002,Step 3 – Compression,2024-09-16 01:04:45,2024-09-16 04:44:04,120,219.3,99.3,completed,120.0,0.4687,0.4543,0.6168,0.1313
LOG-004199,BCH-01138,EQ-204,PLT-002,Step 4 – Coating,2024-09-16 04:44:04,2024-09-16 07:14:04,150,150.0,0.0,completed,150.0,0.5233,0.5368,0.5765,0.1619
LOG-004200,BCH-01139,EQ-201,PLT-002,Step 1 – Granulation,2024-09-17 04:21:36,2024-09-17 07:51:21,90,209.7,119.7,completed,89.99999999999999,0.3926,0.3145,0.5295,0.0654
LOG-004201,BCH-01139,EQ-202,PLT-002,Step 2 – Blending,2024-09-17 07:51:21,2024-09-17 08:51:21,60,60.0,0.0,completed,60.0,0.6452,0.5458,0.5427,0.1911
LOG-004202,BCH-01139,EQ-203,PLT-002,Step 3 – Compression,2024-09-17 08:51:21,2024-09-17 11:55:46,120,184.4,64.4,completed,120.0,0.5541,0.5384,0.6569,0.196
LOG-004203,BCH-01139,EQ-204,PLT-002,Step 4 – Coating,2024-09-17 11:55:46,2024-09-17 14:25:46,150,150.0,0.0,completed,150.0,0.5631,0.648,0.6746,0.2462
LOG-004204,BCH-01140,EQ-201,PLT-002,Step 1 – Granulation,2024-09-17 06:51:57,2024-09-17 08:55:50,90,123.9,33.9,completed,90.0,0.5174,0.4476,0.6068,0.1405
LOG-004205,BCH-01140,EQ-202,PLT-002,Step 2 – Blending,2024-09-17 08:55:50,2024-09-17 09:55:50,60,60.0,0.0,completed,60.0,0.5145,0.5902,0.5134,0.1559
LOG-004206,BCH-01140,EQ-203,PLT-002,Step 3 – Compression,2024-09-17 09:55:50,2024-09-17 12:26:06,120,150.3,30.3,completed,120.0,0.5786,0.5641,0.5897,0.1925
LOG-004207,BCH-01140,EQ-204,PLT-002,Step 4 – Coating,2024-09-17 12:26:06,2024-09-17 14:56:06,150,150.0,0.0,completed,150.0,0.5484,0.6006,0.5044,0.1661
LOG-004208,BCH-01141,EQ-201,PLT-002,Step 1 – Granulation,2024-09-17 13:12:17,2024-09-17 17:12:22,90,240.1,150.1,completed,90.0,0.2993,0.3516,0.6724,0.0708
LOG-004209,BCH-01141,EQ-202,PLT-002,Step 2 – Blending,2024-09-17 17:12:22,2024-09-17 18:12:22,60,60.0,0.0,completed,60.0,0.5694,0.5355,0.6972,0.2126
LOG-004210,BCH-01141,EQ-203,PLT-002,Step 3 – Compression,2024-09-17 18:12:22,2024-09-17 21:01:44,120,169.4,49.4,completed,120.0,0.5212,0.5314,0.563,0.1559
LOG-004211,BCH-01141,EQ-204,PLT-002,Step 4 – Coating,2024-09-17 21:01:44,2024-09-17 23:31:44,150,150.0,0.0,completed,150.0,0.6121,0.4694,0.6084,0.1748
LOG-004212,BCH-01142,EQ-201,PLT-002,Step 1 – Granulation,2024-09-17 21:36:59,2024-09-17 23:16:59,90,100.0,10.0,completed,90.0,0.5786,0.5054,0.5527,0.1616
LOG-004213,BCH-01142,EQ-202,PLT-002,Step 2 – Blending,2024-09-17 23:16:59,2024-09-18 02:01:52,60,164.9,104.9,completed,60.0,0.4032,0.4921,0.5261,0.1044
LOG-004214,BCH-01142,EQ-203,PLT-002,Step 3 – Compression,2024-09-18 02:01:52,2024-09-18 06:53:25,120,291.5,171.5,completed,120.0,0.4953,0.5029,0.6572,0.1637
LOG-004215,BCH-01142,EQ-204,PLT-002,Step 4 – Coating,2024-09-18 06:53:25,2024-09-18 11:59:42,150,306.3,156.3,completed,150.0,0.4037,0.4259,0.4828,0.083
LOG-004216,BCH-01143,EQ-201,PLT-002,Step 1 – Granulation,2024-09-17 22:50:37,2024-09-18 00:20:37,90,90.0,0.0,completed,90.0,0.6671,0.648,0.5181,0.224
LOG-004217,BCH-01143,EQ-202,PLT-002,Step 2 – Blending,2024-09-18 00:20:37,2024-09-18 02:15:45,60,115.1,55.1,completed,59.99999999999999,0.5199,0.3877,0.6021,0.1214
LOG-004218,BCH-01143,EQ-203,PLT-002,Step 3 – Compression,2024-09-18 02:15:45,2024-09-18 04:15:45,120,120.0,0.0,completed,120.0,0.5759,0.5443,0.6352,0.1991
LOG-004219,BCH-01143,EQ-204,PLT-002,Step 4 – Coating,2024-09-18 04:15:45,2024-09-18 07:17:48,150,182.0,32.0,completed,150.0,0.6087,0.558,0.5449,0.1851
LOG-004220,BCH-01144,EQ-201,PLT-002,Step 1 – Granulation,2024-09-18 06:38:11,2024-09-18 08:33:54,90,115.7,25.7,completed,90.0,0.4779,0.4818,0.666,0.1533
LOG-004221,BCH-01144,EQ-202,PLT-002,Step 2 – Blending,2024-09-18 08:33:54,2024-09-18 09:33:54,60,60.0,0.0,completed,60.0,0.5282,0.5959,0.6587,0.2073
LOG-004222,BCH-01144,EQ-203,PLT-002,Step 3 – Compression,2024-09-18 09:33:54,2024-09-18 11:33:54,120,120.0,0.0,completed,120.0,0.5017,0.6032,0.5976,0.1808
LOG-004223,BCH-01144,EQ-204,PLT-002,Step 4 – Coating,2024-09-18 11:33:54,2024-09-18 14:03:54,150,150.0,0.0,completed,150.0,0.5861,0.543,0.6663,0.2121
LOG-004224,BCH-01145,EQ-201,PLT-002,Step 1 – Granulation,2024-09-18 07:00:09,2024-09-18 08:35:20,90,95.2,5.2,completed,90.0,0.5659,0.5805,0.477,0.1567
LOG-004225,BCH-01145,EQ-202,PLT-002,Step 2 – Blending,2024-09-18 08:35:20,2024-09-18 09:50:16,60,74.9,14.9,completed,60.00000000000001,0.5602,0.5352,0.6364,0.1908
LOG-004226,BCH-01145,EQ-203,PLT-002,Step 3 – Compression,2024-09-18 09:50:16,2024-09-18 13:21:36,120,211.3,91.3,completed,120.0,0.4658,0.5524,0.5656,0.1455
LOG-004227,BCH-01145,EQ-204,PLT-002,Step 4 – Coating,2024-09-18 13:21:36,2024-09-18 15:51:36,150,150.0,0.0,completed,150.0,0.6852,0.5743,0.6666,0.2623
LOG-004228,BCH-01146,EQ-201,PLT-002,Step 1 – Granulation,2024-09-18 19:31:48,2024-09-18 21:01:48,90,90.0,0.0,completed,90.0,0.6304,0.6273,0.576,0.2278
LOG-004229,BCH-01146,EQ-202,PLT-002,Step 2 – Blending,2024-09-18 21:01:48,2024-09-18 22:01:48,60,60.0,0.0,completed,60.0,0.5554,0.6018,0.6741,0.2253
LOG-004230,BCH-01146,EQ-203,PLT-002,Step 3 – Compression,2024-09-18 22:01:48,2024-09-19 00:14:19,120,132.5,12.5,completed,120.0,0.6451,0.6081,0.5035,0.1975
LOG-004231,BCH-01146,EQ-204,PLT-002,Step 4 – Coating,2024-09-19 00:14:19,2024-09-19 03:00:03,150,165.7,15.7,completed,150.0,0.6078,0.5631,0.6609,0.2262
LOG-004232,BCH-01147,EQ-201,PLT-002,Step 1 – Granulation,2024-09-18 20:30:45,2024-09-18 21:40:12,90,69.5,0.0,aborted,69.5,0.5669,0.6375,0.2235,0.0808
LOG-004233,BCH-01148,EQ-201,PLT-002,Step 1 – Granulation,2024-09-19 19:16:39,2024-09-20 00:50:01,90,333.4,243.4,completed,89.99999999999997,0.4516,0.4534,0.677,0.1386
LOG-004234,BCH-01148,EQ-202,PLT-002,Step 2 – Blending,2024-09-20 00:50:01,2024-09-20 02:48:42,60,118.7,58.7,completed,60.0,0.5254,0.4846,0.5777,0.1471
LOG-004235,BCH-01148,EQ-203,PLT-002,Step 3 – Compression,2024-09-20 02:48:42,2024-09-20 05:33:01,120,164.3,44.3,completed,120.0,0.6065,0.4523,0.5332,0.1463
LOG-004236,BCH-01148,EQ-204,PLT-002,Step 4 – Coating,2024-09-20 05:33:01,2024-09-20 08:03:01,150,150.0,0.0,completed,150.0,0.5478,0.7079,0.5826,0.2259
LOG-004237,BCH-01149,EQ-201,PLT-002,Step 1 – Granulation,2024-09-20 12:53:36,2024-09-20 15:38:53,90,165.3,75.3,completed,90.00000000000001,0.4392,0.4176,0.6102,0.1119
LOG-004238,BCH-01149,EQ-202,PLT-002,Step 2 – Blending,2024-09-20 15:38:53,2024-09-20 16:38:53,60,60.0,0.0,completed,60.0,0.5564,0.6742,0.5446,0.2043
LOG-004239,BCH-01149,EQ-203,PLT-002,Step 3 – Compression,2024-09-20 16:38:53,2024-09-20 20:25:20,120,226.5,106.5,completed,120.0,0.5287,0.4516,0.5941,0.1418
LOG-004240,BCH-01149,EQ-204,PLT-002,Step 4 – Coating,2024-09-20 20:25:20,2024-09-20 22:55:20,150,150.0,0.0,completed,150.0,0.5547,0.4869,0.6894,0.1862
